"resp","task","choice","brand","ad","price"
76,2,1,"H","No",16
76,2,0,"N","No",20
76,2,0,"H","No",28
76,3,1,"H","Yes",8
76,3,0,"H","No",24
76,3,0,"N","No",32
76,4,0,"N","No",28
76,4,1,"P","No",16
76,4,0,"P","No",12
76,5,0,"N","No",28
76,5,0,"H","No",8
76,5,1,"H","No",12
76,6,1,"N","Yes",8
76,6,0,"N","No",32
76,6,0,"P","No",32
76,7,1,"H","Yes",12
76,7,0,"N","No",8
76,7,0,"H","Yes",28
76,8,0,"N","No",20
76,8,1,"P","No",8
76,8,0,"P","No",12
76,9,0,"H","Yes",24
76,9,1,"N","No",16
76,9,0,"P","Yes",24
76,10,0,"P","No",28
76,10,1,"P","No",20
76,10,0,"H","No",28
77,1,1,"P","No",8
77,1,0,"P","No",16
77,1,0,"H","Yes",28
77,2,0,"P","Yes",20
77,2,0,"H","Yes",12
77,2,1,"P","Yes",8
77,3,0,"P","No",8
77,3,1,"N","No",20
77,3,0,"P","Yes",28
77,4,0,"H","Yes",12
77,4,0,"H","Yes",20
77,4,1,"N","No",20
77,5,0,"P","No",12
77,5,1,"P","Yes",20
77,5,0,"H","Yes",24
77,6,0,"N","No",12
77,6,0,"H","No",28
77,6,1,"H","No",16
77,7,1,"N","No",32
77,7,0,"H","Yes",24
77,7,0,"P","No",28
77,8,0,"P","No",20
77,8,1,"P","No",28
77,8,0,"P","No",24
77,9,0,"H","No",32
77,9,0,"N","Yes",16
77,9,1,"H","No",16
77,10,0,"N","No",28
77,10,0,"P","No",28
77,10,1,"P","Yes",32
78,1,0,"H","Yes",12
78,1,0,"N","Yes",32
78,1,1,"P","Yes",16
78,2,0,"H","Yes",8
78,2,0,"H","Yes",20
78,2,1,"N","No",8
78,3,1,"N","No",16
78,3,0,"N","No",20
78,3,0,"N","Yes",28
78,4,1,"P","No",16
78,4,0,"N","Yes",28
78,4,0,"P","No",28
78,5,0,"P","Yes",16
78,5,0,"H","Yes",16
78,5,1,"P","No",20
78,6,0,"N","No",12
78,6,1,"H","No",16
78,6,0,"P","No",8
78,7,1,"H","Yes",8
78,7,0,"P","Yes",24
78,7,0,"N","No",24
78,8,1,"H","No",12
78,8,0,"P","Yes",16
78,8,0,"H","Yes",20
78,9,1,"H","No",20
78,9,0,"H","No",16
78,9,0,"N","No",12
78,10,0,"H","Yes",12
78,10,0,"P","No",8
78,10,1,"N","No",32
79,1,1,"H","No",32
79,1,0,"N","No",16
79,1,0,"P","Yes",28
79,2,0,"N","Yes",20
79,2,1,"H","No",32
79,2,0,"N","No",24
79,3,1,"H","No",12
79,3,0,"P","Yes",24
79,3,0,"N","No",32
79,4,0,"H","No",16
79,4,0,"H","Yes",16
79,4,1,"H","Yes",8
79,5,1,"N","No",8
79,5,0,"N","Yes",12
79,5,0,"N","No",32
79,6,0,"H","Yes",8
79,6,0,"P","No",12
79,6,1,"H","Yes",12
79,7,1,"H","No",8
79,7,0,"P","No",16
79,7,0,"P","Yes",8
79,8,0,"P","No",28
79,8,0,"H","Yes",32
79,8,1,"N","No",28
79,9,0,"N","No",28
79,9,1,"N","No",24
79,9,0,"H","Yes",12
79,10,1,"H","No",8
79,10,0,"N","No",8
79,10,0,"H","Yes",16
80,1,0,"N","Yes",20
80,1,1,"P","Yes",12
80,1,0,"H","Yes",8
80,2,1,"N","No",8
80,2,0,"N","Yes",16
80,2,0,"H","Yes",32
80,3,1,"N","Yes",16
80,3,0,"N","Yes",12
80,3,0,"H","No",8
80,4,0,"H","No",24
80,4,0,"P","Yes",28
80,4,1,"H","No",28
80,5,1,"P","Yes",16
80,5,0,"N","No",28
80,5,0,"N","Yes",12
80,6,0,"N","No",24
80,6,1,"H","Yes",28
80,6,0,"H","Yes",24
80,7,0,"H","No",28
80,7,0,"P","No",32
80,7,1,"N","Yes",8
80,8,0,"P","No",28
80,8,0,"H","Yes",32
80,8,1,"H","No",20
80,9,1,"N","Yes",16
80,9,0,"P","Yes",32
80,9,0,"P","No",16
80,10,1,"N","No",8
80,10,0,"H","Yes",8
80,10,0,"N","Yes",32
81,1,0,"H","No",12
81,1,1,"P","No",16
81,1,0,"P","Yes",28
81,2,0,"H","Yes",20
81,2,0,"N","No",12
81,2,1,"N","Yes",12
81,3,0,"P","Yes",24
81,3,1,"N","Yes",8
81,3,0,"H","Yes",20
81,4,0,"H","Yes",16
81,4,0,"H","No",16
81,4,1,"H","No",20
81,5,0,"P","Yes",20
81,5,1,"N","Yes",16
81,5,0,"P","Yes",12
81,6,0,"N","No",28
81,6,0,"P","Yes",32
81,6,1,"N","Yes",8
81,7,1,"P","Yes",12
81,7,0,"H","No",20
81,7,0,"P","Yes",20
81,8,0,"N","No",28
81,8,1,"P","Yes",8
81,8,0,"N","No",24
81,9,1,"N","Yes",8
81,9,0,"N","No",16
81,9,0,"H","Yes",20
81,10,0,"P","Yes",28
81,10,1,"N","Yes",12
81,10,0,"H","Yes",32
82,1,0,"N","Yes",8
82,1,0,"H","No",32
82,1,1,"N","Yes",16
82,2,1,"P","No",8
82,2,0,"N","No",28
82,2,0,"P","Yes",20
82,3,1,"N","No",20
82,3,0,"N","No",8
82,3,0,"H","No",32
82,4,0,"H","No",28
82,4,0,"N","No",12
82,4,1,"N","Yes",8
82,5,0,"H","No",28
82,5,1,"N","No",32
82,5,0,"P","Yes",24
82,6,0,"P","Yes",8
82,6,0,"P","Yes",28
82,6,1,"H","No",24
82,7,1,"P","Yes",12
82,7,0,"N","Yes",28
82,7,0,"H","No",28
82,8,0,"P","No",24
82,8,1,"H","No",16
82,8,0,"H","Yes",28
82,9,1,"P","No",8
82,9,0,"P","No",20
82,9,0,"N","No",28
82,10,1,"H","No",20
82,10,0,"P","Yes",24
82,10,0,"N","Yes",20
83,1,0,"P","Yes",32
83,1,1,"P","No",20
83,1,0,"H","Yes",28
83,2,0,"P","Yes",12
83,2,1,"N","Yes",20
83,2,0,"P","Yes",8
83,3,1,"N","No",28
83,3,0,"H","Yes",32
83,3,0,"N","Yes",8
83,4,0,"N","No",32
83,4,0,"P","Yes",32
83,4,1,"N","No",12
83,5,0,"H","Yes",16
83,5,1,"N","Yes",16
83,5,0,"N","Yes",20
83,6,0,"P","No",28
83,6,0,"P","No",20
83,6,1,"P","No",16
83,7,0,"N","Yes",32
83,7,1,"H","No",16
83,7,0,"P","No",24
83,8,1,"N","Yes",8
83,8,0,"P","No",32
83,8,0,"H","Yes",32
83,9,1,"N","Yes",12
83,9,0,"H","Yes",28
83,9,0,"N","Yes",16
83,10,1,"H","No",8
83,10,0,"N","Yes",32
83,10,0,"H","Yes",20
84,1,1,"P","Yes",12
84,1,0,"H","Yes",24
84,1,0,"N","Yes",32
84,2,1,"P","Yes",20
84,2,0,"N","No",24
84,2,0,"P","Yes",24
84,3,0,"P","Yes",32
84,3,0,"N","No",20
84,3,1,"N","Yes",8
84,4,0,"P","No",28
84,4,1,"N","Yes",8
84,4,0,"P","Yes",16
84,5,0,"N","Yes",8
84,5,1,"N","No",8
84,5,0,"P","No",12
84,6,0,"N","No",28
84,6,0,"N","Yes",28
84,6,1,"P","Yes",12
84,7,1,"P","No",8
84,7,0,"H","No",8
84,7,0,"N","Yes",32
84,8,1,"P","Yes",24
84,8,0,"H","No",32
84,8,0,"N","No",28
84,9,0,"H","No",12
84,9,1,"N","No",16
84,9,0,"P","No",24
84,10,1,"H","Yes",20
84,10,0,"N","Yes",8
84,10,0,"P","Yes",32
85,1,0,"H","No",24
85,1,0,"P","Yes",28
85,1,1,"H","No",20
85,2,0,"P","Yes",8
85,2,0,"P","No",8
85,2,1,"N","No",24
85,3,0,"P","Yes",16
85,3,1,"N","No",28
85,3,0,"P","Yes",24
85,4,0,"N","No",16
85,4,1,"N","Yes",8
85,4,0,"N","Yes",16
85,5,0,"H","No",12
85,5,1,"P","No",16
85,5,0,"H","No",20
85,6,0,"H","Yes",8
85,6,1,"H","No",20
85,6,0,"H","Yes",32
85,7,0,"H","No",16
85,7,1,"H","No",8
85,7,0,"P","Yes",24
85,8,0,"H","No",8
85,8,1,"N","No",12
85,8,0,"H","No",28
85,9,0,"P","Yes",20
85,9,0,"H","Yes",24
85,9,1,"H","No",20
85,10,1,"P","No",16
85,10,0,"N","No",28
85,10,0,"H","No",8
86,1,0,"H","No",16
86,1,0,"N","Yes",16
86,1,1,"P","No",24
86,2,1,"P","Yes",8
86,2,0,"P","Yes",24
86,2,0,"H","No",12
86,3,1,"P","No",24
86,3,0,"N","No",32
86,3,0,"N","No",20
86,4,0,"H","No",28
86,4,0,"N","No",32
86,4,1,"H","Yes",16
86,5,0,"N","Yes",20
86,5,1,"N","Yes",8
86,5,0,"N","Yes",24
86,6,1,"N","No",16
86,6,0,"P","No",16
86,6,0,"P","No",24
86,7,1,"P","No",20
86,7,0,"N","No",16
86,7,0,"P","No",12
86,8,0,"H","Yes",24
86,8,1,"H","No",20
86,8,0,"N","No",32
86,9,0,"H","Yes",28
86,9,0,"P","No",32
86,9,1,"P","No",16
86,10,0,"P","Yes",32
86,10,0,"N","Yes",24
86,10,1,"P","No",12
87,1,0,"N","Yes",28
87,1,1,"H","Yes",12
87,1,0,"H","No",8
87,2,0,"P","No",32
87,2,0,"H","No",28
87,2,1,"P","No",12
87,3,0,"P","No",24
87,3,1,"N","No",24
87,3,0,"H","Yes",12
87,4,0,"H","Yes",12
87,4,1,"N","Yes",16
87,4,0,"N","Yes",8
87,5,0,"N","Yes",12
87,5,0,"N","No",8
87,5,1,"N","No",12
87,6,0,"H","Yes",32
87,6,1,"N","Yes",24
87,6,0,"H","No",16
87,7,1,"H","No",8
87,7,0,"N","No",16
87,7,0,"P","Yes",8
87,8,0,"P","No",8
87,8,1,"N","Yes",12
87,8,0,"H","Yes",24
87,9,0,"H","No",32
87,9,0,"P","Yes",16
87,9,1,"N","Yes",8
87,10,0,"N","Yes",8
87,10,0,"P","Yes",12
87,10,1,"N","Yes",20
88,1,0,"N","Yes",32
88,1,1,"N","No",12
88,1,0,"P","Yes",16
88,2,0,"P","Yes",28
88,2,0,"N","Yes",32
88,2,1,"N","No",12
88,3,1,"H","No",24
88,3,0,"N","Yes",20
88,3,0,"H","No",28
88,4,0,"P","Yes",12
88,4,1,"H","Yes",12
88,4,0,"N","Yes",20
88,5,0,"H","Yes",20
88,5,0,"P","Yes",20
88,5,1,"P","No",32
88,6,1,"P","Yes",12
88,6,0,"N","No",12
88,6,0,"P","Yes",32
88,7,0,"H","Yes",24
88,7,0,"P","Yes",32
88,7,1,"H","Yes",20
88,8,0,"N","No",32
88,8,0,"H","Yes",24
88,8,1,"H","No",12
88,9,1,"N","No",16
88,9,0,"H","No",24
88,9,0,"H","Yes",28
88,10,0,"H","No",32
88,10,0,"H","No",20
88,10,1,"N","Yes",12
89,1,0,"N","Yes",16
89,1,1,"P","Yes",16
89,1,0,"N","Yes",28
89,2,0,"N","Yes",28
89,2,1,"H","No",8
89,2,0,"H","No",20
89,3,1,"N","Yes",8
89,3,0,"H","No",16
89,3,0,"H","Yes",12
89,4,0,"N","Yes",16
89,4,1,"N","Yes",24
89,4,0,"N","Yes",28
89,5,0,"P","No",32
89,5,1,"N","No",32
89,5,0,"H","No",32
89,6,1,"H","No",16
89,6,0,"P","Yes",28
89,6,0,"H","No",12
89,7,0,"H","No",16
89,7,0,"P","No",28
89,7,1,"P","No",16
89,8,0,"H","Yes",20
89,8,0,"P","Yes",24
89,8,1,"H","No",32
89,9,0,"N","Yes",24
89,9,0,"H","No",20
89,9,1,"H","No",24
89,10,0,"N","Yes",8
89,10,0,"P","Yes",24
89,10,1,"N","No",8
90,1,0,"P","Yes",32
90,1,0,"N","No",8
90,1,1,"N","Yes",8
90,2,1,"N","Yes",8
90,2,0,"H","No",20
90,2,0,"N","Yes",32
90,3,0,"H","Yes",32
90,3,0,"P","Yes",16
90,3,1,"N","No",32
90,4,0,"N","No",32
90,4,1,"N","No",8
90,4,0,"N","Yes",20
90,5,1,"N","Yes",8
90,5,0,"H","No",12
90,5,0,"N","Yes",20
90,6,1,"N","No",16
90,6,0,"H","No",32
90,6,0,"P","No",20
90,7,0,"H","No",32
90,7,1,"P","No",24
90,7,0,"H","Yes",8
90,8,1,"P","No",12
90,8,0,"N","No",12
90,8,0,"H","No",8
90,9,0,"P","Yes",28
90,9,0,"P","Yes",16
90,9,1,"P","No",32
90,10,0,"H","Yes",16
90,10,1,"P","No",32
90,10,0,"N","Yes",24
91,1,0,"H","Yes",20
91,1,0,"H","No",16
91,1,1,"P","Yes",24
91,2,0,"H","Yes",32
91,2,1,"P","No",20
91,2,0,"P","Yes",12
91,3,0,"H","No",32
91,3,1,"N","No",8
91,3,0,"H","Yes",32
91,4,0,"H","Yes",20
91,4,0,"H","Yes",16
91,4,1,"N","Yes",16
91,5,0,"H","Yes",16
91,5,0,"N","Yes",24
91,5,1,"N","Yes",8
91,6,1,"N","Yes",16
91,6,0,"P","Yes",28
91,6,0,"H","No",20
91,7,0,"P","No",20
91,7,0,"H","Yes",8
91,7,1,"N","No",16
91,8,0,"N","Yes",28
91,8,0,"H","No",12
91,8,1,"H","Yes",8
91,9,1,"P","No",16
91,9,0,"P","Yes",32
91,9,0,"H","No",20
91,10,0,"P","No",20
91,10,0,"P","Yes",20
91,10,1,"H","Yes",8
92,1,0,"P","Yes",32
92,1,0,"P","No",8
92,1,1,"P","Yes",20
92,2,0,"H","No",24
92,2,0,"H","No",32
92,2,1,"P","No",20
92,3,1,"H","No",32
92,3,0,"P","Yes",32
92,3,0,"P","No",32
92,4,0,"P","Yes",32
92,4,0,"N","Yes",12
92,4,1,"H","No",24
92,5,1,"H","Yes",20
92,5,0,"P","Yes",8
92,5,0,"P","No",24
92,6,1,"N","No",24
92,6,0,"H","Yes",24
92,6,0,"H","No",24
92,7,1,"N","No",12
92,7,0,"N","Yes",32
92,7,0,"H","No",32
92,8,0,"P","No",20
92,8,1,"N","No",24
92,8,0,"P","No",32
92,9,0,"P","No",20
92,9,1,"N","Yes",8
92,9,0,"N","No",8
92,10,0,"H","No",28
92,10,0,"H","Yes",20
92,10,1,"H","Yes",24
93,1,0,"N","Yes",28
93,1,1,"N","No",20
93,1,0,"N","Yes",24
93,2,1,"H","Yes",16
93,2,0,"P","Yes",20
93,2,0,"P","Yes",28
93,3,0,"H","No",28
93,3,0,"N","No",24
93,3,1,"P","No",28
93,4,1,"P","Yes",20
93,4,0,"P","Yes",32
93,4,0,"N","Yes",24
93,5,0,"P","No",28
93,5,0,"H","Yes",24
93,5,1,"P","No",24
93,6,0,"H","No",8
93,6,1,"N","No",8
93,6,0,"H","Yes",16
93,7,1,"P","Yes",8
93,7,0,"N","No",28
93,7,0,"P","Yes",16
93,8,1,"P","No",16
93,8,0,"P","Yes",8
93,8,0,"N","Yes",12
93,9,1,"H","Yes",8
93,9,0,"H","Yes",16
93,9,0,"N","Yes",16
93,10,1,"N","No",32
93,10,0,"H","Yes",16
93,10,0,"P","Yes",16
94,1,0,"H","Yes",28
94,1,0,"H","Yes",32
94,1,1,"P","No",20
94,2,1,"N","No",28
94,2,0,"H","Yes",16
94,2,0,"P","Yes",20
94,3,0,"P","Yes",28
94,3,1,"H","No",20
94,3,0,"N","Yes",16
94,4,1,"H","No",8
94,4,0,"N","Yes",28
94,4,0,"H","Yes",20
94,5,1,"N","No",20
94,5,0,"H","No",16
94,5,0,"P","No",8
94,6,0,"N","Yes",32
94,6,0,"P","No",16
94,6,1,"P","No",24
94,7,0,"N","No",28
94,7,1,"N","No",8
94,7,0,"P","Yes",28
94,8,0,"P","Yes",12
94,8,0,"H","Yes",8
94,8,1,"N","No",8
94,9,0,"H","No",16
94,9,0,"H","No",20
94,9,1,"P","No",8
94,10,1,"N","No",20
94,10,0,"N","Yes",8
94,10,0,"P","Yes",16
95,1,1,"H","Yes",16
95,1,0,"N","Yes",20
95,1,0,"N","Yes",24
95,2,1,"P","No",24
95,2,0,"N","No",32
95,2,0,"H","No",16
95,3,0,"N","Yes",32
95,3,1,"N","No",28
95,3,0,"H","Yes",28
95,4,1,"H","No",24
95,4,0,"N","No",28
95,4,0,"N","Yes",24
95,5,0,"H","No",20
95,5,1,"H","No",32
95,5,0,"P","Yes",20
95,6,0,"H","Yes",24
95,6,0,"N","Yes",24
95,6,1,"N","No",20
95,7,0,"N","Yes",20
95,7,0,"P","Yes",28
95,7,1,"H","Yes",32
95,8,0,"P","Yes",16
95,8,0,"P","No",28
95,8,1,"N","Yes",20
95,9,1,"P","Yes",8
95,9,0,"H","No",32
95,9,0,"H","Yes",28
95,10,0,"N","Yes",12
95,10,0,"N","No",28
95,10,1,"P","Yes",12
96,1,0,"H","No",32
96,1,0,"H","Yes",8
96,1,1,"N","No",12
96,2,1,"H","Yes",24
96,2,0,"N","No",24
96,2,0,"H","No",16
96,3,0,"H","Yes",28
96,3,0,"P","No",28
96,3,1,"N","No",16
96,4,0,"P","Yes",12
96,4,0,"N","Yes",28
96,4,1,"N","No",16
96,5,0,"P","No",12
96,5,1,"N","No",12
96,5,0,"N","No",24
96,6,1,"N","No",8
96,6,0,"H","Yes",16
96,6,0,"P","Yes",8
96,7,1,"P","No",16
96,7,0,"H","Yes",12
96,7,0,"P","Yes",12
96,8,0,"N","Yes",32
96,8,0,"N","No",8
96,8,1,"N","Yes",16
96,9,1,"P","No",8
96,9,0,"P","No",16
96,9,0,"N","No",28
96,10,0,"P","Yes",28
96,10,1,"P","No",8
96,10,0,"P","Yes",16
97,1,0,"P","Yes",24
97,1,1,"P","No",8
97,1,0,"N","Yes",8
97,2,1,"N","No",12
97,2,0,"H","Yes",16
97,2,0,"P","No",16
97,3,1,"N","Yes",12
97,3,0,"P","Yes",16
97,3,0,"H","Yes",20
97,4,0,"N","Yes",28
97,4,0,"H","Yes",28
97,4,1,"H","No",12
97,5,0,"P","No",20
97,5,1,"P","No",12
97,5,0,"H","Yes",20
97,6,0,"N","No",28
97,6,1,"H","No",12
97,6,0,"P","Yes",20
97,7,0,"P","Yes",32
97,7,1,"N","Yes",12
97,7,0,"H","No",28
97,8,1,"H","Yes",12
97,8,0,"P","Yes",12
97,8,0,"P","Yes",16
97,9,1,"P","Yes",28
97,9,0,"H","No",20
97,9,0,"H","Yes",32
97,10,0,"H","Yes",20
97,10,0,"N","Yes",20
97,10,1,"P","No",20
98,1,0,"N","Yes",28
98,1,0,"H","Yes",16
98,1,1,"N","Yes",32
98,2,0,"H","Yes",16
98,2,1,"N","No",8
98,2,0,"N","No",32
98,3,0,"N","No",12
98,3,1,"H","No",12
98,3,0,"H","No",8
98,4,0,"N","Yes",20
98,4,0,"H","No",32
98,4,1,"P","Yes",8
98,5,0,"N","No",24
98,5,0,"H","Yes",28
98,5,1,"P","No",12
98,6,1,"N","No",20
98,6,0,"H","Yes",16
98,6,0,"P","Yes",24
98,7,1,"N","Yes",24
98,7,0,"N","Yes",12
98,7,0,"N","Yes",28
98,8,1,"H","No",16
98,8,0,"N","Yes",20
98,8,0,"H","Yes",24
98,9,0,"N","Yes",12
98,9,1,"P","No",24
98,9,0,"N","No",20
98,10,1,"P","No",20
98,10,0,"P","No",32
98,10,0,"H","Yes",20
99,1,0,"H","Yes",24
99,1,0,"H","No",12
99,1,1,"P","No",12
99,2,0,"P","No",28
99,2,0,"P","No",20
99,2,1,"N","No",24
99,3,0,"P","Yes",28
99,3,1,"N","Yes",12
99,3,0,"P","No",12
99,4,0,"N","Yes",16
99,4,1,"P","Yes",16
99,4,0,"P","No",24
99,5,0,"N","Yes",8
99,5,0,"N","No",16
99,5,1,"N","Yes",12
99,6,0,"H","No",20
99,6,0,"P","Yes",24
99,6,1,"N","No",20
99,7,0,"P","No",32
99,7,0,"N","No",24
99,7,1,"H","No",8
99,8,0,"P","Yes",12
99,8,1,"H","No",16
99,8,0,"H","Yes",16
99,9,1,"N","No",8
99,9,0,"P","Yes",28
99,9,0,"P","No",32
99,10,1,"N","No",32
99,10,0,"N","No",12
99,10,0,"N","Yes",12
100,1,0,"P","No",20
100,1,1,"N","Yes",8
100,1,0,"P","Yes",16
100,2,1,"N","No",28
100,2,0,"H","No",12
100,2,0,"H","Yes",32
100,3,1,"N","Yes",8
100,3,0,"P","No",28
100,3,0,"H","No",28
100,4,0,"H","Yes",20
100,4,1,"P","No",16
100,4,0,"P","No",24
100,5,0,"H","Yes",12
100,5,1,"P","Yes",20
100,5,0,"N","No",28
100,6,1,"P","No",8
100,6,0,"N","Yes",20
100,6,0,"P","Yes",16
100,7,1,"P","No",20
100,7,0,"P","Yes",28
100,7,0,"N","Yes",12
100,8,1,"P","No",20
100,8,0,"H","Yes",28
100,8,0,"P","Yes",28
100,9,0,"H","No",28
100,9,1,"H","No",12
100,9,0,"P","Yes",8
100,10,0,"N","Yes",28
100,10,0,"H","No",24
100,10,1,"H","No",16
