"brand","id","satisfaction","trust","build","differs","easy","appealing","rewarding","popular","service","impact"
2,16908,3,1,1,0,1,0,0,1,1,1
2,17156,4,0,0,0,0,1,1,1,0,0
2,17217,3,1,0,0,0,1,1,1,1,1
2,17285,2,1,0,0,0,0,0,0,1,0
2,17340,3,0,0,0,0,1,0,0,0,0
2,17730,3,1,1,0,1,1,1,0,1,0
2,17893,4,1,1,1,1,0,1,1,0,1
2,17984,3,1,1,0,1,0,1,0,0,0
2,17999,1,1,1,1,1,1,1,1,1,1
3,88,4,1,1,1,1,1,1,1,1,1
3,97,4,1,0,1,1,1,1,0,1,1
3,152,5,1,1,1,1,1,1,1,1,1
3,156,1,0,0,0,0,0,0,0,0,0
3,158,3,1,1,0,0,0,0,1,0,0
3,217,3,1,0,0,0,0,0,0,0,0
3,309,3,1,1,1,1,1,1,1,1,0
3,316,1,1,1,1,1,0,1,1,1,1
3,317,2,0,0,0,1,1,1,0,1,0
3,329,3,1,1,0,1,1,1,1,1,1
3,364,4,1,1,1,1,1,1,1,1,1
3,474,4,0,0,0,0,0,0,0,0,0
3,586,3,0,0,0,0,0,0,1,0,0
3,596,3,0,0,0,0,0,0,0,0,0
3,613,4,1,1,0,1,0,0,1,1,0
3,647,4,1,1,1,1,1,1,0,1,0
3,648,3,0,1,0,1,1,1,0,1,0
3,734,4,1,0,0,1,0,0,0,0,0
3,860,3,1,1,0,1,1,1,1,1,0
3,864,4,0,0,0,0,0,0,0,0,0
3,914,4,0,1,1,1,0,0,0,1,0
3,978,4,1,0,1,0,1,1,1,1,1
3,1041,5,1,1,1,1,1,1,1,1,1
3,1053,5,1,1,1,1,1,1,1,1,1
3,1073,3,1,1,0,1,1,1,0,1,1
3,1087,4,1,0,0,1,1,1,1,0,0
3,1111,1,1,1,1,1,1,1,1,1,1
3,1113,4,1,0,0,0,0,1,1,0,0
3,1166,3,1,0,1,0,1,1,1,1,0
3,1190,4,0,1,0,1,1,1,1,0,0
3,1237,4,1,1,0,0,1,0,1,0,0
3,1249,5,1,1,1,1,1,1,1,1,1
3,1278,3,1,0,0,1,0,1,1,0,0
3,1315,4,0,1,0,1,1,1,1,1,1
3,1529,3,1,0,0,1,1,0,1,0,0
3,1585,2,0,0,0,0,0,0,1,0,0
3,1636,1,0,0,0,0,0,0,0,0,0
3,1659,4,1,0,0,1,1,1,1,0,0
3,1701,4,1,1,1,1,1,0,1,1,0
3,1706,4,1,1,1,1,1,1,1,1,0
3,1717,4,1,1,0,1,0,1,1,1,1
3,1730,3,1,1,1,1,1,1,1,1,1
3,1739,3,0,0,0,0,0,0,1,0,0
3,1758,3,1,0,0,0,1,0,1,0,0
3,1788,3,0,0,0,1,0,1,0,0,0
3,1813,5,1,0,1,1,1,1,1,1,0
3,1822,3,1,1,0,0,0,1,1,0,1
3,1823,4,1,1,1,1,1,1,1,0,1
3,1856,1,1,1,1,0,0,1,0,1,0
3,1860,4,0,1,0,1,1,1,1,0,0
3,1938,4,1,0,0,1,1,1,1,1,1
3,1994,5,1,1,1,1,1,1,1,1,1
3,2005,5,1,1,1,1,1,1,1,1,1
3,2012,4,1,1,1,1,1,1,1,1,1
3,2176,1,0,0,0,0,1,0,1,0,0
3,2186,3,0,1,1,0,0,0,0,0,0
3,2233,3,1,0,0,0,1,1,1,0,0
3,2236,3,0,0,0,0,1,1,0,1,1
3,2272,1,0,0,0,1,0,1,1,1,0
3,2273,5,1,0,1,1,1,0,1,0,1
3,2293,3,1,1,1,1,1,0,1,1,0
3,2297,2,0,1,0,1,0,0,1,0,0
3,2304,3,1,1,1,1,1,1,1,1,1
3,2339,3,1,1,1,1,1,1,1,1,0
3,2376,4,1,1,1,1,1,1,1,1,1
3,2412,3,1,1,0,1,1,1,0,1,0
3,2441,5,1,1,1,1,1,1,1,1,1
3,2509,2,1,1,1,1,1,1,1,1,1
3,2531,3,0,0,0,0,0,0,0,0,0
3,2535,4,1,0,0,0,0,0,1,0,0
3,2573,3,0,1,0,1,1,1,1,1,0
3,2586,3,0,0,0,0,0,0,0,0,0
3,2634,3,1,1,0,0,1,0,1,1,0
3,2686,4,1,1,0,0,1,0,1,1,1
3,2693,2,1,0,0,0,1,1,1,1,0
3,2717,3,1,1,1,1,1,1,1,1,1
3,2864,3,1,1,1,1,1,1,1,1,1
3,2899,3,0,0,0,0,0,0,1,0,0
3,2967,1,0,0,0,0,0,0,0,0,0
3,2968,3,0,0,0,0,0,0,0,0,0
3,2970,3,1,1,1,0,1,0,0,0,0
3,2977,3,0,0,0,0,1,0,1,0,1
3,2993,3,1,1,0,1,1,1,0,1,1
3,3042,5,1,1,1,1,1,1,1,1,1
3,3050,4,1,1,0,1,1,0,1,1,0
3,3076,4,1,1,1,1,1,1,1,1,0
3,3107,5,1,0,0,1,1,1,1,1,0
3,3125,4,1,0,0,1,0,1,1,0,0
3,3128,3,1,0,0,1,0,1,1,1,0
3,3134,3,0,0,0,0,0,0,0,0,0
3,3154,5,0,0,0,0,0,1,1,1,0
3,3164,4,0,0,0,0,1,0,0,0,1
3,3186,2,0,0,0,0,0,0,0,0,0
3,3230,3,0,0,0,0,0,0,0,0,0
3,3290,4,1,1,0,0,1,1,1,0,0
3,3291,5,1,0,0,0,0,1,1,1,0
3,3296,3,1,0,1,1,0,1,1,1,0
3,3298,3,1,1,1,1,1,1,1,1,1
3,3316,4,1,1,1,1,1,1,1,1,1
3,3357,4,1,1,0,1,1,1,1,0,0
3,3358,5,1,1,1,1,1,1,1,1,1
3,3366,2,0,1,0,0,0,0,0,0,0
3,3379,5,1,1,1,1,1,1,1,1,1
3,3489,2,0,0,1,0,0,0,1,0,0
3,3564,4,1,0,1,1,0,0,1,1,0
3,3607,4,0,0,0,0,0,0,0,1,0
3,3665,4,1,1,1,0,1,0,1,1,0
3,3671,1,0,0,0,0,0,0,0,0,0
3,3686,3,1,1,1,1,1,1,1,0,1
3,3766,2,1,1,0,1,0,1,1,1,1
3,3784,4,0,0,0,1,0,0,0,0,0
3,3788,4,1,0,1,1,1,1,0,1,1
3,3811,3,0,1,0,0,0,1,0,0,0
3,3812,4,1,1,1,1,1,1,1,1,1
3,3825,4,1,1,1,1,1,1,1,1,1
3,3835,3,1,1,1,0,1,1,1,0,1
3,3844,5,1,1,1,1,1,1,1,1,1
3,3877,3,0,0,0,1,0,0,0,0,0
3,3895,2,1,1,0,1,1,0,1,1,0
3,3907,5,1,0,0,1,0,1,0,0,0
3,3931,3,1,1,0,1,0,0,0,0,0
3,3932,1,0,0,0,0,0,0,0,0,0
3,3948,4,1,1,1,1,1,1,1,1,1
3,3951,4,1,1,1,1,1,1,1,1,1
3,3965,3,0,1,0,1,1,1,1,1,0
3,3978,3,0,0,0,0,0,0,1,0,0
3,3993,5,1,1,0,1,1,1,1,1,1
3,4093,5,0,0,0,0,0,0,0,0,0
3,4151,3,1,1,0,0,1,1,1,1,0
3,4309,4,1,1,1,1,0,1,1,1,0
3,4310,5,0,0,0,0,1,0,1,0,1
3,4317,4,1,0,1,0,1,1,0,1,0
3,4322,5,1,1,1,1,1,1,1,1,1
3,4404,3,1,0,0,0,1,1,1,0,0
3,4425,2,1,1,0,1,1,1,1,1,0
3,4513,4,0,0,0,0,0,0,0,0,0
3,4558,4,1,0,0,1,1,1,1,1,0
3,4735,5,1,1,1,1,1,1,1,1,1
3,4806,3,0,0,0,1,1,1,1,0,1
3,4844,3,0,0,0,1,1,0,1,0,0
3,4894,5,0,0,0,0,0,0,0,0,0
3,4909,4,1,0,1,0,1,0,0,0,0
3,4967,4,1,1,1,1,1,1,1,1,1
3,4985,2,0,0,0,0,1,1,1,0,0
3,5061,5,1,1,0,0,1,1,1,1,0
3,5090,4,1,1,0,0,0,1,1,0,0
3,5098,3,1,0,0,1,1,0,1,0,0
3,5215,4,1,1,1,1,1,1,1,0,0
3,5237,5,0,1,0,1,1,1,0,0,1
3,5378,2,0,1,0,1,0,0,0,0,0
3,5492,3,0,0,0,0,0,0,0,0,0
3,5550,4,0,0,0,0,1,0,1,0,0
3,5558,1,0,0,0,0,0,0,0,0,0
3,5612,2,1,1,0,1,0,1,0,1,0
3,5638,2,1,1,0,1,1,1,0,0,0
3,5745,1,0,0,0,0,0,0,0,0,0
3,5790,2,0,0,0,0,0,1,0,0,0
3,5810,3,1,0,1,1,1,1,1,1,0
3,5811,3,0,0,0,1,0,0,0,0,0
3,5857,5,1,1,0,1,1,1,1,0,0
3,5876,3,1,1,0,1,1,1,1,1,0
3,5887,4,1,1,1,1,1,1,1,1,1
3,5970,4,0,0,0,0,0,0,1,0,0
3,5971,3,1,1,0,1,0,0,1,1,0
3,5973,2,1,1,0,0,1,0,1,0,0
3,5974,5,1,1,1,0,0,0,1,1,0
3,6037,2,1,1,1,1,1,1,1,1,1
3,6071,5,1,1,1,1,1,1,1,1,1
3,6093,1,1,1,0,1,1,1,0,0,1
3,6126,4,0,1,0,0,1,0,0,0,0
3,6137,3,0,1,0,0,0,0,1,0,0
3,6157,4,1,0,0,0,0,0,0,0,0
3,6167,5,1,1,0,1,1,1,1,1,1
3,6178,3,0,0,0,0,0,0,0,0,0
3,6231,3,1,1,0,0,0,0,1,0,0
3,6232,3,1,1,0,1,1,0,1,0,0
3,6250,2,1,0,0,1,1,1,1,0,0
3,6255,5,1,0,0,1,1,1,1,1,1
3,6278,4,1,1,0,1,1,0,1,1,1
3,6283,5,1,1,1,1,1,1,1,1,1
3,6287,4,1,1,0,1,1,1,1,0,0
3,6304,4,1,1,1,1,1,1,1,1,1
3,6307,4,1,1,1,1,1,1,1,1,1
3,6396,2,1,0,0,1,1,1,0,1,0
3,6471,1,0,1,0,0,0,0,1,0,0
3,6513,4,1,1,1,1,1,1,1,1,1
3,6527,4,1,1,0,1,0,1,1,1,1
3,6581,3,1,0,0,0,0,0,1,0,0
3,6622,3,0,0,0,0,0,0,1,0,0
3,6630,2,0,0,0,1,1,1,1,0,0
3,6649,3,1,1,1,1,1,1,1,0,0
3,6670,4,1,0,1,0,1,1,1,1,0
3,6695,3,1,1,0,1,1,1,1,1,1
3,6730,4,0,0,0,0,0,0,0,0,0
3,6736,4,1,1,1,1,1,1,1,1,0
3,6889,3,0,1,0,0,0,0,1,0,0
3,6898,2,1,0,1,1,0,1,0,0,0
3,6931,4,1,0,1,0,1,1,0,1,1
3,6989,3,1,1,0,1,1,0,1,1,1
3,7026,4,1,1,0,1,1,0,1,1,1
3,7043,1,0,0,0,0,0,0,0,0,0
3,7057,3,1,1,1,1,1,1,0,1,0
3,7093,4,1,0,1,1,1,1,0,1,1
3,7128,3,0,0,0,0,0,0,0,0,0
3,7148,3,0,0,0,1,1,1,1,0,0
3,7166,1,0,0,0,0,0,0,1,0,0
3,7225,5,0,0,0,0,1,0,0,0,1
3,7359,4,1,1,0,0,1,1,0,1,0
3,7406,1,1,0,0,1,1,1,1,1,0
3,7410,4,1,1,0,1,1,1,1,1,1
3,7423,2,1,1,0,0,1,1,1,1,0
3,7444,2,1,1,1,1,1,1,1,1,1
3,7456,3,1,0,0,0,0,0,0,0,0
3,7466,1,0,1,0,0,0,0,0,0,0
3,7526,3,1,1,0,1,1,0,1,1,0
3,7622,4,1,1,0,1,1,1,1,1,1
3,7658,4,1,1,0,1,0,1,0,1,1
3,7665,3,0,0,0,0,0,0,0,0,0
3,7711,5,1,1,0,1,1,1,1,0,1
3,7774,3,0,0,0,1,1,1,1,0,1
3,7797,1,0,0,0,0,0,0,0,0,0
3,7805,3,0,0,0,0,0,0,0,0,0
3,7836,4,1,1,1,1,1,1,1,1,1
3,7837,3,1,0,0,1,1,1,1,0,0
3,7843,4,1,1,1,1,1,1,1,1,0
3,7909,4,1,1,0,1,0,1,0,1,0
3,7970,4,1,1,1,1,1,1,0,1,0
3,8026,4,1,1,1,1,1,1,1,1,1
3,8072,3,1,0,0,1,1,1,1,0,0
3,8074,4,1,0,1,1,1,1,1,1,0
3,8177,2,0,0,0,0,0,1,1,0,0
3,8193,1,0,1,0,1,0,0,1,1,0
3,8216,4,0,1,0,1,0,0,0,0,0
3,8252,3,1,1,0,1,1,1,1,1,0
3,8259,5,1,0,0,1,0,1,0,0,0
3,8311,2,0,0,0,0,0,0,0,0,0
3,8319,4,1,1,1,1,1,1,1,1,1
3,8331,5,1,1,1,1,1,1,1,1,1
3,8337,1,0,1,0,0,0,1,0,0,0
3,8366,4,1,1,1,1,1,1,1,1,1
3,8418,5,1,0,0,1,1,1,1,0,0
3,8461,4,1,0,0,1,1,1,1,1,1
3,8467,4,1,1,1,1,1,1,1,1,1
3,8539,4,0,1,1,1,1,1,1,1,0
3,8555,4,0,0,0,0,1,1,1,1,0
3,8591,4,1,0,1,1,1,1,1,1,0
3,8635,4,1,1,1,1,1,1,1,1,1
3,8667,3,0,1,0,0,0,0,1,0,0
3,8688,4,0,1,1,1,1,1,0,0,0
3,8693,4,1,1,0,0,1,0,1,1,0
3,8800,2,1,1,1,1,1,1,1,1,1
3,8806,1,0,1,1,1,0,0,0,1,0
3,8876,2,1,1,0,0,1,0,0,1,1
3,8913,3,1,0,0,0,0,0,1,0,0
3,8924,5,1,1,1,1,1,1,1,1,1
3,8955,1,0,0,0,0,0,0,0,0,0
3,8967,4,1,0,0,1,1,1,1,0,1
3,9044,2,1,0,0,1,1,1,1,1,0
3,9050,5,1,1,1,1,1,1,1,1,1
3,9058,3,0,0,0,0,0,1,1,1,0
3,9090,3,0,1,0,1,1,1,0,1,1
3,9097,3,1,1,0,1,1,1,1,1,1
3,9136,3,1,0,0,1,1,1,1,0,0
3,9144,5,1,0,1,1,1,1,1,1,1
3,9196,2,0,0,0,0,0,1,0,0,0
3,9225,3,1,1,1,1,1,1,1,0,1
3,9233,5,1,1,1,1,0,0,1,1,1
3,9286,2,1,0,1,1,1,0,0,0,0
3,9289,5,1,1,1,1,1,1,1,1,1
3,9314,1,1,1,0,1,1,1,1,1,1
3,9340,2,1,1,0,1,0,1,0,0,0
3,9353,4,1,0,0,0,0,0,1,1,0
3,9399,2,1,1,0,1,1,1,1,1,1
3,9497,3,1,1,0,0,1,1,1,1,0
3,9561,4,1,1,1,1,1,1,1,0,1
3,9616,3,0,1,0,1,0,0,1,0,0
3,9627,4,0,0,0,0,0,0,0,0,0
3,9633,4,1,0,0,1,0,1,0,0,0
3,9689,2,0,0,0,0,0,0,0,0,0
3,9732,4,0,0,0,1,1,0,1,1,0
3,9740,4,1,1,1,1,1,1,1,1,0
3,9741,4,1,1,1,1,0,1,1,1,0
3,9759,4,1,0,0,0,0,0,0,0,0
3,9845,3,1,1,0,1,1,1,0,0,0
3,9858,5,1,1,0,1,0,1,1,0,0
3,9872,2,1,1,0,1,0,0,1,0,0
3,9873,4,1,0,0,1,1,1,1,0,0
3,9880,4,1,1,0,1,1,0,0,1,0
3,9890,4,0,1,0,0,1,1,1,1,1
3,9897,3,1,1,0,1,0,0,1,1,0
3,9907,3,0,0,0,1,1,0,0,0,0
3,9968,4,1,1,0,1,0,0,1,0,0
3,9995,3,1,0,0,1,1,0,1,1,0
3,10046,5,1,1,1,1,1,1,1,1,1
3,10069,3,0,0,0,0,0,0,0,0,0
3,10083,4,1,1,1,1,1,1,1,1,1
3,10089,5,1,1,1,1,1,1,1,1,0
3,10187,4,1,0,0,0,1,1,1,1,0
3,10189,1,0,1,1,1,1,0,1,0,0
3,10223,1,1,1,1,1,1,1,0,1,1
3,10271,4,1,1,1,1,1,1,1,1,1
3,10305,4,1,1,1,1,1,1,1,1,1
3,10331,5,1,1,0,1,1,1,1,1,0
3,10343,5,1,1,1,1,1,1,0,1,0
3,10348,4,1,0,1,1,0,0,1,1,0
3,10373,5,1,1,0,0,0,0,0,1,0
3,10374,4,1,1,1,1,1,1,1,1,1
3,10429,3,1,1,1,1,1,1,1,1,1
3,10434,4,1,1,1,1,1,1,0,0,1
3,10440,3,1,1,0,0,0,0,1,0,0
3,10454,4,1,1,1,1,1,1,1,1,1
3,10459,5,0,0,0,0,0,0,0,0,0
3,10467,5,1,1,1,1,0,1,1,1,1
3,10535,3,0,0,0,1,0,0,1,1,0
3,10537,4,1,0,0,0,0,0,1,0,1
3,10561,4,0,0,0,1,1,1,1,1,0
3,10572,3,1,1,0,1,1,1,1,1,0
3,10585,3,1,1,0,1,1,0,1,1,0
3,10611,2,1,1,0,1,0,1,1,1,0
3,10631,3,0,0,0,1,1,0,1,1,0
3,10690,4,0,0,1,0,0,0,0,0,0
3,10716,2,1,0,0,0,0,0,0,0,0
3,10724,3,0,1,0,0,1,0,0,0,0
3,10761,3,1,1,1,1,1,1,1,1,1
3,10769,1,0,1,0,0,0,1,0,0,0
3,10770,2,0,0,0,0,0,0,1,0,0
3,10779,3,1,1,0,1,1,0,1,0,0
3,10843,1,1,1,1,1,1,1,0,1,1
3,10911,3,1,1,1,1,1,1,1,1,0
3,10935,1,0,0,1,0,1,1,1,0,0
3,10939,4,1,1,1,1,1,1,1,1,0
3,10941,5,1,1,0,1,0,1,1,1,1
3,10956,4,1,0,1,1,1,1,1,1,0
3,11039,5,0,0,0,1,0,0,0,0,0
3,11178,2,1,0,1,1,0,1,1,1,0
3,11287,1,1,0,0,0,0,0,0,0,0
3,11565,5,0,0,0,0,0,0,0,0,0
3,11574,5,0,1,0,1,1,1,1,0,1
3,11669,3,1,1,0,1,1,1,1,1,0
3,11670,5,1,1,1,1,1,1,1,1,1
3,11759,3,0,0,1,0,0,0,1,0,0
3,11769,2,0,0,0,0,0,0,0,0,0
3,11812,5,1,0,1,1,0,1,1,1,1
3,11821,3,0,0,0,0,0,0,0,0,0
3,11874,3,0,0,0,1,0,1,1,0,0
3,11975,3,1,0,0,1,1,1,1,0,1
3,11990,3,1,1,1,1,1,1,0,1,1
3,12073,3,1,1,0,1,1,1,1,1,1
3,12146,2,1,1,1,1,0,0,0,1,0
3,12167,1,1,1,0,0,0,0,1,0,0
3,12186,1,0,0,0,0,0,0,0,0,1
3,12190,5,1,0,0,1,0,0,1,0,0
3,12199,2,0,0,0,0,1,0,1,0,0
3,12205,3,1,1,0,1,1,1,1,1,0
3,12259,1,0,0,0,0,0,0,0,0,0
3,12333,3,1,1,0,0,0,1,1,1,0
3,12397,3,1,0,0,0,0,0,0,1,1
3,12400,2,1,1,1,1,1,1,1,1,1
3,12521,4,0,1,0,1,1,1,0,0,0
3,12739,3,0,0,0,0,0,0,0,0,0
3,12937,1,1,1,1,1,1,1,1,1,1
3,13003,5,1,0,0,0,1,0,1,1,0
3,13043,4,1,1,0,1,1,1,1,1,1
3,13052,4,1,0,0,1,1,1,1,0,0
3,13091,2,1,1,1,0,1,1,1,1,0
3,13103,3,1,1,1,1,1,1,1,1,0
3,13128,4,1,0,1,1,1,1,1,1,1
3,13170,5,1,1,0,0,1,1,1,1,1
3,13174,3,1,0,1,0,0,0,1,1,1
3,13195,4,0,0,0,0,0,0,0,0,0
3,13216,5,1,1,1,1,1,1,1,1,1
3,13260,5,1,1,0,1,1,1,1,1,0
3,13294,4,0,0,0,0,0,0,0,0,0
3,13298,4,1,1,1,1,1,1,1,1,0
3,13304,3,1,1,1,1,0,0,1,0,1
3,13329,4,1,1,1,1,1,1,1,1,0
3,13340,4,1,1,0,0,0,0,1,1,0
3,13343,5,1,1,0,1,1,1,1,1,0
3,13389,4,1,0,1,1,1,1,0,0,1
3,13425,3,0,0,0,0,0,0,0,0,0
3,13431,5,1,0,1,1,0,1,1,1,1
3,13452,3,1,1,1,1,1,0,1,0,1
3,13463,4,1,1,1,1,1,1,1,1,1
3,13466,5,1,1,1,1,1,1,1,1,0
3,13496,3,0,0,1,1,0,1,1,1,0
3,13510,3,1,1,1,1,1,0,0,1,0
3,13520,3,1,1,0,1,1,1,1,1,0
3,13595,2,1,1,1,1,1,1,1,1,1
3,13650,1,0,1,0,0,0,0,1,1,0
3,13669,3,1,1,0,1,0,1,1,1,0
3,13670,5,1,1,0,1,1,1,1,1,1
3,13673,4,0,0,0,0,0,0,1,0,0
3,13701,4,1,0,0,1,1,1,1,1,1
3,13784,3,1,0,1,0,1,1,1,0,0
3,13817,4,1,1,1,0,1,0,1,0,0
3,13844,3,0,0,0,0,1,0,0,0,0
3,13887,2,1,0,1,1,1,1,1,1,0
3,13921,5,0,1,0,1,1,1,0,1,1
3,13937,5,1,1,1,1,1,1,1,1,1
3,13959,4,1,1,1,1,1,1,1,1,1
3,13984,4,1,0,0,1,1,1,1,1,0
3,14000,3,1,1,1,1,1,1,1,1,1
3,14008,4,1,1,1,1,1,1,1,1,1
3,14018,5,0,1,0,0,0,0,0,0,0
3,14037,2,1,1,1,1,1,0,1,1,0
3,14135,4,1,1,1,1,1,1,1,1,1
3,14140,4,0,1,1,0,1,0,1,1,1
3,14153,5,1,1,1,1,1,1,1,1,1
3,14188,3,1,1,1,1,1,1,1,1,1
3,14202,5,1,1,0,0,1,1,1,1,0
3,14210,2,0,0,0,0,0,0,0,0,0
3,14213,4,1,1,1,1,1,1,1,1,1
3,14248,4,1,0,0,1,1,0,1,1,0
3,14286,4,1,1,0,0,1,1,1,1,0
3,14288,3,1,0,0,1,0,1,0,0,0
3,14301,3,0,0,0,0,0,0,0,0,1
3,14391,5,1,0,0,1,0,1,1,1,1
3,14430,5,1,1,0,0,0,0,0,0,0
3,14449,4,1,1,0,1,1,0,0,1,1
3,14474,3,0,1,1,0,1,1,0,1,1
3,14489,2,0,1,1,1,1,1,1,0,0
3,14547,2,1,1,0,1,1,1,1,1,0
3,14552,2,0,0,0,0,0,0,0,0,0
3,14590,4,1,0,0,0,0,1,1,1,0
3,14641,1,1,0,0,1,1,1,1,1,0
3,14729,2,0,0,0,0,1,0,1,0,0
3,14734,4,1,1,0,1,1,1,0,1,0
3,14736,2,1,1,1,1,1,1,1,1,1
3,14752,5,0,0,1,0,1,1,0,1,0
3,14757,2,0,0,0,1,0,0,0,0,0
3,14786,2,1,1,1,1,1,1,1,1,1
3,14797,3,1,0,0,1,0,0,1,0,0
3,14800,5,1,1,0,1,1,1,1,1,1
3,14818,1,0,1,0,0,1,1,0,0,0
3,14879,4,1,0,1,1,1,0,1,1,0
3,14941,1,1,1,1,0,1,1,1,0,0
3,14947,4,1,1,0,1,0,0,1,0,0
3,14978,2,0,0,0,0,0,0,1,0,0
3,15016,4,1,1,1,1,1,0,1,0,1
3,15126,4,1,1,1,1,1,1,1,1,1
3,15150,1,1,0,0,1,0,0,1,0,0
3,15157,2,1,1,1,1,1,1,1,1,1
3,15235,4,1,0,0,0,1,0,0,1,1
3,15339,5,1,0,0,0,1,0,1,0,1
3,15468,2,0,1,1,0,1,1,0,1,1
3,15473,1,0,1,0,0,0,0,1,0,0
3,15540,3,0,0,0,0,0,0,0,0,0
3,15554,5,1,1,1,1,1,1,1,1,1
3,15645,4,1,0,1,0,1,1,1,1,0
3,15722,4,0,0,1,0,1,0,0,1,1
3,15766,4,1,1,1,1,1,1,1,1,1
3,15830,2,0,1,0,1,0,1,1,0,0
3,15835,4,1,1,0,1,1,1,1,1,1
3,15836,4,1,0,1,1,1,0,1,1,1
3,15839,4,1,1,0,1,0,1,1,1,1
3,15867,2,1,0,1,1,1,0,0,1,0
3,15896,3,1,0,0,0,0,0,1,1,0
3,15916,2,1,1,1,1,1,1,1,1,1
3,15927,3,0,0,0,1,0,0,0,0,0
3,15936,5,1,1,0,0,0,0,0,0,1
3,15941,1,0,0,0,0,0,0,0,0,0
3,16019,3,1,1,0,1,1,1,1,1,0
3,16037,5,1,1,1,1,1,1,1,1,1
3,16077,4,0,0,0,1,1,1,1,0,0
3,16120,4,0,0,0,0,0,1,0,0,0
3,16255,4,1,0,0,1,1,1,1,0,0
3,16286,4,0,1,0,0,0,1,0,1,0
3,16381,2,1,1,0,1,1,1,1,1,0
3,16437,1,0,0,0,0,0,0,1,0,0
3,16567,1,0,0,0,0,0,0,0,0,0
3,16623,4,1,1,1,1,1,1,1,1,1
3,16639,2,0,0,0,0,1,0,1,0,0
3,16657,4,1,1,1,1,1,1,1,1,0
3,16763,5,1,1,0,1,1,1,1,1,0
3,16790,4,1,1,1,1,1,1,1,1,1
3,16837,3,0,1,1,1,0,1,1,0,0
3,16851,4,1,1,0,1,1,1,1,1,1
3,16892,4,1,1,1,1,1,0,1,1,0
3,16913,2,0,0,0,0,0,0,0,0,0
3,16919,4,1,1,1,1,0,1,1,1,1
3,17060,4,1,1,1,1,1,1,1,1,1
3,17156,4,1,1,0,1,1,1,1,1,0
3,17200,5,1,1,0,1,1,0,1,0,1
3,17217,3,0,0,0,0,0,1,1,1,0
3,17220,2,0,0,0,0,0,0,0,0,0
3,17340,3,0,0,0,0,1,0,0,0,0
3,17391,5,1,1,1,1,1,1,1,1,1
3,17409,4,1,1,0,1,0,0,1,1,0
3,17431,5,0,0,1,0,1,1,1,0,1
3,17610,4,1,1,1,1,1,1,1,1,1
3,17629,2,1,0,0,1,1,1,1,1,0
3,17716,3,0,1,1,1,1,1,1,1,0
3,17752,2,0,0,0,0,0,0,0,0,0
3,17795,3,1,1,1,0,0,0,1,1,1
3,17927,2,1,1,1,1,1,1,1,1,1
3,17954,1,0,1,0,0,0,0,0,0,0
3,17999,1,1,1,1,1,1,1,1,1,1
3,18088,4,1,0,0,0,1,0,1,0,0
4,97,3,0,1,0,0,0,0,1,0,0
4,98,3,0,1,0,0,0,0,1,0,0
4,158,3,1,0,1,1,0,0,1,0,0
4,309,2,0,1,0,1,0,1,0,0,0
4,316,4,0,0,0,0,0,0,0,0,0
4,364,4,1,1,0,1,1,1,1,1,1
4,369,5,1,1,1,1,1,1,0,1,1
